"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","토큰 없으면 401 에러를 던진다","changePassword API","2026-03-23","passed","2026-03-23","","","",""
"","4","사이트 로고가 렌더링된다","Header","2026-03-23","passed","2026-03-23","","","",""
"","48","로그인 상태가 아니면 Login 링크를 보여준다","Header","2026-03-23","passed","2026-03-23","","","",""
"","0","연도 경계값을 처리한다 (12월 31일)","formatDate","2026-03-23","passed","2026-03-23","","","",""
"","79","본인인증 SDK 호출이 취소되면 에러를 표시한다","LoginPage - 본인인증","2026-03-23","passed","2026-03-23","","","",""
"","62","Logout 버튼 클릭 시 /login으로 이동한다","Header","2026-03-23","passed","2026-03-23","","","",""
"","1","UTC 23:59 → KST 다음날 08:59","formatDate","2026-03-23","passed","2026-03-23","","","",""
"","0","빈 문자열 토큰도 없는 것으로 간주한다","requireAuth","2026-03-23","passed","2026-03-23","","","",""
"","2","성공 시 statusCode 200을 반환한다","withdraw API","2026-03-23","passed","2026-03-23","","","",""
"","1","토큰 삭제 후 다시 requireAuth를 호출하면 redirect된다","requireAuth","2026-03-23","passed","2026-03-23","","","",""
