"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","UTC 날짜를 KST YYYY.MM.DD 형식으로 변환한다","formatDate","2026-03-27","passed","2026-03-27","","","",""
"","0","UTC 12:30 → KST 21:30 (시간 변환)","formatDateTime","2026-03-27","passed","2026-03-27","","","",""
"","0","UTC 날짜시간을 KST YYYY.MM.DD HH:mm 형식으로 변환한다","formatDateTime","2026-03-27","passed","2026-03-27","","","",""
"","50","Logout 버튼 클릭 시 전체 흐름이 올바르게 동작한다","Header","2026-03-27","passed","2026-03-27","","","",""
"","0","UTC 15:00 → KST 다음날로 변환된다 (경계값)","formatDate","2026-03-27","passed","2026-03-27","","","",""
"","0","스토어는 여러 상태 변경을 지원한다","authStore","2026-03-27","passed","2026-03-27","","","",""
"","0","logout()은 isLoggedIn을 false로 만든다","authStore","2026-03-27","passed","2026-03-27","","","",""
"","1","logout()은 localStorage의 accessToken을 제거한다","authStore","2026-03-27","passed","2026-03-27","","","",""
"","2","유효하지 않은 입력으로 가입하면 에러를 던진다","signup API","2026-03-27","passed","2026-03-27","","","",""
"","46","본인인증 버튼을 클릭하면 SDK를 호출한다","LoginPage - 본인인증","2026-03-27","passed","2026-03-27","","","",""
"","224","OTP 입력 중에는 숫자만 입력된다","LoginPage - 로그인 폼 (신규 기기, OTP 플로우)","2026-03-27","passed","2026-03-27","","","",""
"","245","로그인 실패 시 에러 메시지를 표시한다","LoginPage - 로그인 폼 (동일 기기, type T)","2026-03-27","passed","2026-03-27","","","",""
"","0","Date 객체도 입력받을 수 있다","formatDateTime","2026-03-27","passed","2026-03-27","","","",""
"","0","UTC 14:59 → KST 23:59 (경계값)","formatDateTime","2026-03-27","passed","2026-03-27","","","",""
"","0","UTC 23:00 → KST 다음날 08:00","formatDateTime","2026-03-27","passed","2026-03-27","","","",""
"","0","JWT 형식이 아닌 토큰은 거부한다","requireAuth","2026-03-27","passed","2026-03-27","","","",""
"","0","분 단위를 정확히 표시한다","formatDateTime","2026-03-27","passed","2026-03-27","","","",""
"","189","로그인 상태면 Logout 버튼을 보여준다","Header","2026-03-27","passed","2026-03-27","","","",""
"","0","유효한 JWT 토큰이 있으면 true를 반환한다","isAuthValid","2026-03-27","passed","2026-03-27","","","",""
"","2","로그인 요청에 Authorization 헤더가 포함되지 않는다","login API","2026-03-27","passed","2026-03-27","","","",""
"","0","setLoggedIn(false)는 isLoggedIn을 false로 만든다","authStore","2026-03-27","passed","2026-03-27","","","",""
"","2","성공 시 statusCode 200을 반환한다","withdraw API","2026-03-27","passed","2026-03-27","","","",""
"","1","유효한 JWT 토큰이 있으면 아무것도 하지 않는다","requireAuth","2026-03-27","passed","2026-03-27","","","",""
"","3","type O 응답 시 token 없이 응답을 반환한다","login API","2026-03-27","passed","2026-03-27","","","",""
"","0","redirect는 /login으로 이동시킨다","requireAuth","2026-03-27","passed","2026-03-27","","","",""
"","0","토큰 삭제 후 다시 requireAuth를 호출하면 redirect된다","requireAuth","2026-03-27","passed","2026-03-27","","","",""
"","46","본인인증은 여러 번 시도할 수 있다","LoginPage - 본인인증","2026-03-27","passed","2026-03-27","","","",""
"","3","서버 오류 시 에러를 던진다","withdraw API","2026-03-27","passed","2026-03-27","","","",""
"","306","""처음부터 시작"" 버튼을 클릭하면 자격증명 폼으로 돌아간다","LoginPage - 로그인 폼 (신규 기기, OTP 플로우)","2026-03-27","passed","2026-03-27","","","",""
"","0","UTC 14:59 → KST 23:59 (같은 날)","formatDate","2026-03-27","passed","2026-03-27","","","",""
"","0","토큰이 없으면 false를 반환한다","isAuthValid","2026-03-27","passed","2026-03-27","","","",""
"","0","월/일 경계값을 처리한다 (월 말일)","formatDate","2026-03-27","passed","2026-03-27","","","",""
"","51","Logout 버튼 클릭 시 /login으로 이동한다","Header","2026-03-27","passed","2026-03-27","","","",""
"","41","본인인증 SDK 호출이 취소되면 에러를 표시한다","LoginPage - 본인인증","2026-03-27","passed","2026-03-27","","","",""
"","2","토큰 없으면 401 에러를 던진다","withdraw API","2026-03-27","passed","2026-03-27","","","",""
"","255","OTP 중에는 제출 버튼이 disabled다","LoginPage - 로그인 폼 (신규 기기, OTP 플로우)","2026-03-27","passed","2026-03-27","","","",""
"","0","UTC 15:00 → KST 다음날 00:00로 변환된다 (경계값)","formatDateTime","2026-03-27","passed","2026-03-27","","","",""
"","26","본인인증 중에는 버튼이 disabled 상태다","LoginPage - 본인인증","2026-03-27","passed","2026-03-27","","","",""
